institution;country;production;year
Hokkaido Pharmaceutical University;Japan;44;2018
Osaka Health Science University;Japan;113;2018
Technische Hochschule Mittelhessen;Germany;174;2018
Malaysia University of Science and Technology;Malaysia;103;2018
UniLaSalle Amiens (ESIEE-Amiens);France;127;2018
Instituto Tecnológico Superior de Irapuato;Mexico;152;2018
University of Taipei;Taiwan;166;2018
Yuxi Normal University;China;80;2018
Instituto Nacional de Higiene, Epidemiología y Microbiología;Cuba;88;2018
Universidad Estatal del Sur de Manabi;Ecuador;206;2018
Trier University of Applied Sciences;Germany;174;2018
Jahrom University;Iran;173;2018
Daiichi University of Pharmacy;Japan;46;2018
Donetsk National Technical University;Ukraine;112;2018
Redeemer's University;Nigeria;92;2018
Ganesh Shankar Vidyarthi Memorial Medical College;India;160;2018
Universidad Nacional de Loja;Ecuador;181;2018
University of Eswatini;Eswatini;116;2018
Quest University Canada;Canada;115;2018
Islamic Azad University of Urmia;Iran;176;2018
Universidad San Pablo;Mexico;159;2018
Metropolitan University of Technology;Chile;143;2018
Universitas Muhammadiyah Riau;Indonesia;152;2018
Ludwigsburg University of Education;Germany;107;2018
Commonwealth Medical College;United States;122;2018
National Institute of Technology, Tokyo College;Japan;68;2018
Muscat College;Oman;117;2018
Institut de Recherche et Coordination Acoustique Musique;France;97;2018
Taiz University;Yemen;134;2018
CPC Heilongjiang Provincial Committee Party School;China;10;2018
Universitas Nusantara PGRI Kediri;Indonesia;213;2018
Newbury College;United States;39;2018
University of Swat;Pakistan;105;2018
Vietnam National University of Agriculture;Vietnam;154;2018
Yerevan State Medical University;Armenia;90;2018
University Ucinf;Chile;123;2018
University of Petroleum;Indonesia;53;2018
Perbanas Institute;Indonesia;237;2018
Islamic Azad University, Lahijan Branch;Iran;178;2018
Honolulu University;United States;53;2018
Saint Mary's College of California;United States;72;2018
Centro de Ensino Superior de Juiz de Fora;Brazil;149;2018
Rostov State Transport University;Russia;141;2018
Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro;Brazil;175;2018
National University of Saint Anthony the Abbot in Cuzco;Peru;120;2018
École Nationale Supérieure de l'Électronique et de ses Applications;France;86;2018
EAE Business School;Spain;169;2018
Meenakshi Academy of Higher Education and Research;India;83;2018
Tianjin Vocational Institute;China;43;2018
Instituto Politécnico da Guarda;Portugal;124;2018
Punjab Medical College;Pakistan;145;2018
International Christian University;Japan;84;2018
University of Sierra Leone;Sierra Leone;86;2018
Management Development Institute;India;102;2018
Worcester State University;United States;48;2018
Pskov State University;Russia;55;2018
Yili Normal University;China;44;2018
Universidad Católica Luis Amigó;Colombia;200;2018
K J Somaiya Medical College;India;181;2018
Fo Guang Shan;Taiwan;4;2018
Technical University of Civil Engineering of Bucharest;Romania;145;2018
Serang Raya University;Indonesia;201;2018
Excellence Cluster Universe;Germany;203;2018
École Nationale Supérieure Agronomique de Toulouse;France;89;2018
National Textile University;Pakistan;187;2018
Environmental and Occupational Health Sciences Institute;United States;78;2018
University of San Andrés;Argentina;90;2018
Universitas Muhamadiyah Sorong;Indonesia;225;2018
Tomsk State Pedagogical University;Russia;144;2018
Volodymyr Dahl East Ukrainian National University;Ukraine;94;2018
University College of Bahrain;Bahrain;113;2018
L'Institut Agro;France;9;2018
Józef Piłsudski University of Physical Education in Warsaw;Poland;155;2018
North China Institute of Aerospace Engineering;China;37;2018
The NorthCap University;India;188;2018
Shobhit University;India;67;2018
Univerzitet Union Nikola Tesla;Serbia;144;2018
Universidade Veiga de Almeida;Brazil;149;2018
Indira Gandhi Institute of Technology;India;191;2018
University Niccolò Cusano;Italy;192;2018
Sylhet Agricultural University;Bangladesh;154;2018
Wuxi Vocational Institute of Commerce;China;61;2018
Belarusian State Technological University;Belarus;93;2018
Instituto Federal do Amazonas;Brazil;168;2018
Kharkiv Medical Academy of Postgraduate Education;Ukraine;226;2018
Instituto Superior de Gestão;Portugal;76;2018
University of Trnava;Slovakia;149;2018
Pravara Institute of Medical Sciences;India;77;2018
University of Education Freiburg;Germany;187;2018
Ryazan State Medical University named after Academician I.P. Pavlov;Russia;180;2018
University of Jendouba;Tunisia;127;2018
Mannheim University of Applied Sciences;Germany;116;2018
University of Bechar;Algeria;162;2018
KTO Karatay University;Türkiye;139;2018
University North;Croatia;114;2018
Interregional Academy of Personnel Management;Ukraine;147;2018
Lead City University;Nigeria;60;2018
First Technical University;Nigeria;23;2018
Trabzon University;Türkiye;69;2018
University Center Augusto Motta;Brazil;181;2018
Bethel University;United States;102;2018
University of Lubumbashi;DR Congo;135;2018
University of Mary Washington;United States;98;2018
University of Timor;Indonesia;142;2018
Thang Long University;Vietnam;47;2018
Université IBN Khaldoun Tiaret;Algeria;140;2018
University of Evansville;United States;66;2018
Universitas 17 Agustus 1945 Cirebon;Indonesia;235;2018
Finis Terrae University;Chile;131;2018
Bapuji Dental College and Hospital;India;108;2018
Robert Morris University;United States;118;2018
Moscow Technical University of Communication and Informatics;Russia;155;2018
School of Planning and Architecture Delhi;India;79;2018
Osaka University of Human Sciences;Japan;135;2018
National University of Tres de Febrero;Argentina;172;2018
Toledo Prudente Centro Universitário;Brazil;210;2018
Future University Hakodate;Japan;102;2018
Bryant University;United States;99;2018
Universidade Católica de Santos;Brazil;140;2018
Instituto Superior de Educação e Ciências;Portugal;178;2018
Austin College;United States;98;2018
Ibb University;Yemen;86;2018
École Nationale Supérieure des Mines de Nancy;France;41;2018
Huanghe Science and Technology College;China;78;2018
University of Cruz Alta;Brazil;177;2018
Politeknik Negeri Semarang;Indonesia;151;2018
Centro Universitário da Cidade;Brazil;106;2018
Jakarta Theological Seminary;Indonesia;110;2018
New York College of Health Professions;United States;132;2018
Belarusian State Medical University;Belarus;111;2018
Tonghua Normal University;China;68;2018
Tomsk State University of Architecture and Building;Russia;189;2018
Ho Chi Minh City Open University;Vietnam;102;2018
Universitas Al-washliyah Labuhanbatu;Indonesia;56;2018
Polish Naval Academy;Poland;189;2018
Universidade do Contestado;Brazil;92;2018
Instituto Federal do Tocantins;Brazil;149;2018
Indian School of Business;India;80;2018
National Institute of Technology Andhra Pradesh;India;107;2018
Chifeng University;China;103;2018
RheinMain University of Applied Sciences;Germany;105;2018
The Women University Multan;Pakistan;86;2018
University of the Humanities;Mongolia;109;2018
Ukrainian Medical Stomatological Academy;Ukraine;400;2018
Vladivostok State University;Russia;155;2018
Leipzig University of Applied Sciences;Germany;94;2018
University of the Americas;Chile;54;2018
Mimar Sinan Güzel Sanatlar Üniversitesi;Türkiye;136;2018
Ural State Pedagogical University;Russia;215;2018
Miles College;United States;27;2018
Xinjiang Institute of Engineering;China;55;2018
Fundació Universitat-Empresa de les Illes Balears;Spain;124;2018
Moscow State Linguistic University;Russia;60;2018
Moscow City University;Russia;106;2018
Daugavpils University;Latvia;127;2018
National University of Water and Environmental Engineering;Ukraine;151;2018
Lebanese International University;Lebanon;119;2018
Guangzhou Panyu Polytechnic;China;36;2018
Université des Sciences, des Techniques et des Technologies de Bamako;Mali;109;2018
Universidad de Ciencias y Artes de Chiapas;Mexico;138;2018
Chung Hwa University of Medical Technology;Taiwan;104;2018
City University;Bangladesh;42;2018
Dhirubhai Ambani Institute of Information and Communication Technology;India;131;2018
Indira Gandhi Agricultural University;India;166;2018
Haliç University;Türkiye;75;2018
University College for Women;India;135;2018
Technische Hochschule Ulm;Germany;145;2018
Polytechnic Institute of Cávado and Ave;Portugal;103;2018
Voronezh State University of Engineering Technologies;Russia;158;2018
Govt. Dental College & Hospital;India;121;2018
Jaipur National University;India;169;2018
Dhaka University of Engineering & Technology;Bangladesh;111;2018
Saint-Petersburg State University of Telecommunications;Russia;138;2018
Vikram University;India;69;2018
Indo Soviet Friendship College of Pharmacy;India;84;2018
Communities In Schools of Orange County;United States;79;2018
H.S. Skovoroda Kharkiv National Pedagogical University;Ukraine;128;2018
Pacific Dental College and Hospital;India;186;2018
Universitas Saburai;Indonesia;53;2018
Calcutta National Medical College and Hospital;India;101;2018
Patan Academy of Health Sciences;Nepal;141;2018
Université TÉLUQ;Canada;137;2018
Universitas Kadiri;Indonesia;177;2018
Maria Grzegorzewska Academy of Special Education;Poland;183;2018
Patna University;India;75;2018
National Taichung University of Education;Taiwan;92;2018
Universitas Islam Madura;Indonesia;206;2018
AAA College of Engineering and Technology;India;134;2018
Electric Power University;Vietnam;91;2018
National University of Skills;Iran;123;2018
Wuhan Sports University;China;61;2018
Global University;Lebanon;62;2018
Kwame Nkrumah University;Zambia;71;2018
Dordt University;United States;49;2018
Indira Gandhi Institute of Medical Sciences;India;176;2018
A.V. Luikov Heat and Mass Transfer Institute;Belarus;83;2018
National Institute of Ayurveda;India;81;2018
University of Energy and Natural Resources;Ghana;68;2018
Centro Universitário São Camilo;Brazil;121;2018
Sri Padmavati Mahila Visvavidyalayam;India;237;2018
Stanley Medical College;India;144;2018
IPAG Business School;France;184;2018
Instituto Tecnológico de Santo Domingo;Dominican Republic;83;2018
Perm State Medical Academy;Russia;156;2018
Corpus Christi College;Canada;32;2018
Mizan Tepi University;Ethiopia;105;2018
Fukui Prefectural University;Japan;71;2018
University Yahia Fares of Medea;Algeria;195;2018
Wagner College;United States;113;2018
Los Angeles City College;United States;117;2018
Astrakhan State University;Russia;154;2018
National Taipei University of Education;Taiwan;75;2018
Instituto Federal de Educação Ciência e Tecnologia do Norte de Minas Gerais;Brazil;201;2018
Union Theological Seminary;United States;31;2018
Universidad Católica del Uruguay;Uruguay;104;2018
Hochschule Hannover;Germany;107;2018
Brisbane School of Theology;Australia;166;2018
Escuela Nacional de Sanidad;Spain;104;2018
Jiyang College of Zhejiang A&F University;China;46;2018
SEGi University;Malaysia;116;2018
Universitas Islam Negeri Antasari Banjarmasin;Indonesia;95;2018
Sir Sayajirao General Hospital Medical College;India;91;2018
S.Seifullin Kazakh Agro Technical University;Kazakhstan;98;2018
Siberian State Industrial University;Russia;215;2018
Soka University of America;United States;47;2018
Kazakh National Medical University;Kazakhstan;106;2018
University of Applied Sciences Landshut;Germany;109;2018
Forman Christian College;Pakistan;115;2018
Gopalganj Science and Technology University;Bangladesh;66;2018
Universidad Católica Andrés Bello;Venezuela;120;2018
Universitas Cokroaminoto Palopo;Indonesia;244;2018
Keene State College;United States;80;2018
Saint Petersburg Academic University;Russia;302;2018
Veer Narmad South Gujarat University;India;91;2018
Zeppelin Universität gemeinnützige GmbH;Germany;113;2018
St. Luke's International University;Japan;133;2018
Ural State Agrarian University;Russia;141;2018
Technische Hochschule Ingolstadt;Germany;191;2018
Matsumoto Dental University;Japan;76;2018
Kainan University;Taiwan;80;2018
Delhi Pharmaceutical Science and Research University;India;87;2018
Abdullah Gül University;Türkiye;156;2018
Pharos University in Alexandria;Egypt;135;2018
Afyonkarahisar Sağlık Bilimleri Üniversitesi;Türkiye;21;2018
China Europe International Business School;China;111;2018
Tashkent State Pedagogical University named after Nizami;Uzbekistan;10;2018
Ashoka University;India;80;2018
Federal University Wukari;Nigeria;149;2018
Yogi Vemana University;India;137;2018
National Institute of Technology, Kumamoto College;Japan;43;2018
Moscow Witte University;Russia;105;2018
WSB University;Poland;130;2018
Universidad Tecnológica del Perú;Peru;18;2018
MSB Medical School Berlin;Germany;119;2018
Instituto Federal de Educação, Ciência e Tecnologia de Alagoas;Brazil;192;2018
Islamic Azad University of Zanjan;Iran;173;2018
MIT Art, Design and Technology University;India;78;2018
Rissho University;Japan;101;2018
Işık University;Türkiye;100;2018
Instituto Federal do Sertão Pernambucano;Brazil;131;2018
Centro Universitário SATC;Brazil;44;2018
Universitas Katolik Santo Thomas;Indonesia;155;2018
